CEACC,CCDEF,FAXAE,FBFFD,EDDAB
5.454583357061916,2.589254606575244,1.6558300073321044,2.53426199468856,7.060400689342545
4.9071691488420885,2.5607186401769995,1.6585791620333459,2.79859849095852,7.019094100201677
3.4737574323658933,2.461318731459506,1.6308020098870375,2.948132261690196,7.406644634649311
3.505408380396203,1.5187037903682576,1.7773560872883922,3.01439663091136,7.260161595238564
4.031659794799428,1.878731781537727,1.5512005763288277,3.1015195468588614,7.260178365889891
2.3983712363732077,1.8655526224178889,1.3141520101413764,2.7016438923060204,7.228020337894376
4.0437248911727455,-1.219565057924346,0.9051952564526387,2.288989408844875,7.70921089635657
4.576282243173068,-1.4920706398413905,0.8997818774072563,2.1305748692393154,7.968486699009815
2.210294030253393,-0.5766205326306304,-0.044089926569375715,3.0377593785547097,7.975462618424442
2.4828374967095432,-1.6587665802126235,-0.5505458364907971,4.215022556197782,7.828515320801079
4.480263333118633,-1.5450132148883422,-0.9341963260142918,2.4859135273853994,8.099992203886869
1.9436765868420172,-0.5395031039645661,-1.62367205127708,3.8778386096214335,8.55199736655573
2.5866659523959723,-1.4871981655425963,-2.1218003424099914,3.34488143193417,8.53550948963602
2.9349300691441975,1.4135885845960507,-2.2893411412140576,2.7777931566161183,8.198615706373864
2.0690997971899576,1.0884540044764732,-2.70397630532585,2.395520004226973,8.579069750570163
2.150896707688033,1.1784735882992645,-2.278396190452253,2.8681187151314784,8.99025215507488
2.9961415917189766,1.1449674661119738,-1.8559629290908415,2.9144423835251616,8.623787754056305
4.043635381292033,1.5838197159795158,-2.135475610897091,3.1160005678829807,8.256953892138085
3.5534055062093057,2.169048796033837,-2.048839071897296,2.893139587580407,8.324918072622406
3.1311348089482114,1.78489663483224,-1.7263030577800391,3.248968654218063,8.713531670256012
3.113079330851393,1.4212919349581221,-1.741627214716126,3.3466631723840576,9.168319787924498
4.126182443912759,1.6445068374847471,-2.0240701967337893,3.13821075400348,9.231305063984962
4.8156827015748584,2.16608788841068,-1.6922865152059963,3.266479371826727,9.298133570053885
5.884732983878558,2.432963018290218,-1.6071965897958458,3.0964547441036685,9.621985859664198
6.571334269647492,2.819286451397962,-1.8016310351802431,3.589731138623407,9.270931321887005
8.07488810112286,3.0866818821639153,-1.8445218809917132,3.9030960891315227,8.970422504434769
8.929679402975422,3.7966482429044257,-2.2916557741951697,3.6033791046389037,8.688170327604734
11.114707477282597,4.588414184625705,-1.793693029256269,3.30199548830308,8.899126525445265
9.16693652026398,5.760272493921647,-1.8110894656184837,3.3766214944573654,8.63003506777821
7.624310326615169,4.803391901666982,-1.951207498903508,3.472503432918066,8.417651230293343
8.645418124546119,4.0175220431312075,-1.619764587880261,3.745407424822159,8.866880336310988
8.167868825866707,4.466089795526708,-1.5031219129274858,3.7166543123841316,9.02886426256291
9.463878894934638,4.038602089327674,-1.339596919499897,3.2453877096454926,9.16273192086799
11.268369624590735,4.92231872842282,-0.9321420975580179,3.6580270899176432,8.685252441960184
10.863214366466526,5.695119181841131,-0.5302282014146762,3.3389927479280956,8.617497089110795
11.23141754536356,5.422418087257604,-0.4903497712874145,3.4406779196609487,8.85960208478322
11.498607700401761,5.392348281582032,-0.8282224915723493,3.758374713527276,8.60304437892016
10.6282447685667,5.675595164333009,-0.700270041797336,4.143401250652237,8.62645597067704
9.815667953532534,5.178740252878283,-0.23313396020876853,4.188609719991241,8.714356757246515
9.355259955309304,4.9164880553391,-0.20446361046288475,3.7503621519368218,8.951612580582111
7.621778111842076,4.8632838190984975,-0.6587007177526374,3.465462198153862,8.589181310411268
7.879948545214087,4.018349878594568,-1.0556155746662839,3.775087028849371,8.73778875061905
8.478075310561872,3.768184370335025,-1.1612979870396076,4.265172264039518,9.17908842551274
7.440981137424529,4.070849389455133,-1.5887207965436714,3.880773805079937,9.471023525098271
8.215876097353357,3.51356342139372,-1.4288757117395132,4.289308211605628,9.84682817206207
7.2874451388841575,3.948664183455284,-1.1115508263803293,4.393261201546677,9.934291605196158
7.433845206676055,3.816420984047668,-0.6212215673707298,4.71623535273278,9.717818889147107
7.309898209051522,3.84259777430854,-0.8843289893000179,4.510124659392771,9.658769904917296
7.256154449266644,3.8978850827499567,-1.2823450430062895,4.026176873424727,9.648482812729618
8.086420302697642,3.67637124054947,-1.5131830393532462,4.2134852392758875,10.126043086018335
8.558556757842334,4.059894180940224,-1.375387785697947,3.9087323105912475,10.223419378996711
7.33440946608839,4.44742083738146,-1.4800861959753346,4.138197789056915,10.246475989554936
6.8133595977816945,3.7195042132866196,-1.3789452490540428,4.5061237764907105,9.97912148223367
6.874652081197329,3.2944266604053576,-1.0074342272600851,4.698240362767344,10.166325290622783
6.628130302563823,3.312758407882674,-0.9776327093268802,5.099389129553758,9.855264592836706
5.138263924215167,3.090730000758073,-1.0616690743276336,4.996113767097259,10.073688529290697
6.31155090912063,2.740786650011935,-1.071690825644334,4.637811128143725,10.07723301401828
6.8509984876378756,3.2841489994970074,-1.2675440105386007,4.605365804759121,9.80764232296311
6.652957374132594,3.599388970832406,-1.6643345920989627,4.396562204873281,9.588830367224363
7.232506090546188,3.2736937040530547,-1.9088147016975192,4.817104887491899,9.887428300539979
4.923525382501355,3.660427401545249,-2.296946315575616,4.971179879409845,9.904304282007214
4.632498104701973,2.2410674435364903,-2.0202577221927935,5.420577980825237,9.91796519166043
6.517148763626279,2.3727808002013706,-2.1677057651244707,5.423435205658361,10.348463131827017
6.558984177489618,3.117640799175395,-1.9298893850334804,5.428253311369031,10.7410283318913
5.592433468263934,3.0397730131675655,-2.1181524680467767,5.642437551454326,10.653436498741188
7.228930458094862,2.7558213955371946,-2.534346190598061,5.417713975777607,11.014515525665693
9.169840509751406,3.6444471862510985,-2.4259542928462254,5.536264942236602,10.761603817801658
7.163999112414894,4.473648696556548,-2.0010934824909756,5.498080847484623,11.259499605214337
6.227955956402374,3.7176433807608604,-1.5908794190386257,5.331008452397626,11.370983243944695
7.21227997173227,3.207083251324011,-1.3084260169060988,5.1396081350309535,11.193813703542858
6.936418721993858,3.775467125181187,-1.0694508334422441,4.8278879187438735,11.02036393176411
8.03195859953364,3.7141826946184056,-0.8331014252150233,4.541079291549329,10.698102599561158
6.801655636502201,4.10305063105972,-1.1762903065591739,4.996545758577225,10.53041875860709
6.715408177846691,3.469479707073038,-1.6424854772612054,5.425001880605883,10.189542086638811
6.548929596827955,3.2133362478717618,-1.4635140367498432,5.417286411324431,10.339192893673427
4.875322936775113,3.425525950550505,-1.6200970359959692,4.954021482210829,10.730862139778854
3.9367134059337743,2.482648891283226,-1.2581945769054108,5.3541784235740035,11.105994640428634
3.8847011015718778,1.8091274830236759,-0.8066318561805788,5.497312892294513,11.582578542569113
4.1777123266877165,2.077624709062855,-0.9103234274932621,5.743858675574471,11.610207210699917
3.5580518950051783,2.269065451520662,-0.42799134965119245,5.389905319092659,11.678545407787752
3.402403809418806,1.9739071144765492,-0.8004939151301182,5.59478004842984,11.718823012618651
4.383699470425068,1.4755003671667768,-0.36153095603788454,6.047143466909305,11.619437929549337
5.296318782758869,2.311782066038471,-0.3154578831535666,5.784915605010713,11.450992248989639
4.5465060776529,2.7535225558618914,0.05804864459166881,6.190185913709812,11.03458545856181
5.841560260896573,2.487418820890556,0.24030153589635184,5.8678819366659365,11.49839462175385
4.2936380688999485,3.030180421021061,-0.13706082710575096,5.749637263212165,11.366253793392955
4.340242845094876,2.0493931223542625,0.06418459394583254,6.137912083012145,11.052425318540683
4.538521576101626,2.09196005227417,0.2894217265534351,6.431425798196386,10.93185744276456
2.7824301436209797,2.18730228892434,0.4070873000093198,6.358130210806725,10.584981977132376
4.061360192241332,1.5203323633587291,0.3466437716959221,6.112131273130103,10.54222532889874
4.239078272318336,2.1979272807096892,0.46815802345913893,6.152362411666727,10.08099860809976
3.7595833260655587,2.209909437923006,0.7047506898979989,6.10286704647342,9.968056114294523
3.387152869680241,2.1100951271435204,0.6372903408533248,6.11711271804673,10.080959167960234
3.2151949477251325,1.5895696960357215,0.4524123436597436,6.505209323004966,9.966431774259238
3.7492647305682354,1.833202047431699,0.27663817065144114,6.639468852150126,9.829248739610867
3.8998017642545513,1.7088865634529347,0.522433339513912,6.272490928561412,9.720916472038983
4.479243612854919,2.004160545828391,0.21834446535573848,6.313027586078389,9.290590381811313
3.65212803247559,2.3026746997907646,-0.14404797102412426,5.997702281298458,9.56280248014611
3.619476250714153,1.9672882480578235,-0.0431071768686202,5.841457397684424,9.790600770350425
4.43880964944951,2.005456395330563,-0.1545954184856808,6.135259315997655,10.206681875098772
3.1931938008802665,2.233489354876472,-0.13523230203784076,5.7089014375848075,9.76598290345121
2.648825032591907,1.4944682875175959,0.12087341045284639,5.658344264309748,10.176295492643927
1.786529175856915,1.5324184485003374,0.5911636199585959,5.4367459489728525,10.552548248906907
3.4292449483325145,0.9983417856903908,0.3261277919648635,4.971727971824962,10.447488238618956
3.9842341194829283,1.7210795617107393,0.8124104324458998,4.9277630537628845,9.965520283710626
4.307856749290865,1.8457395978172182,1.208281259774643,5.147558778850417,10.06257922194292
3.4736123637923866,1.9140999720488092,1.4310049196464592,4.732022236100042,10.181734589594347
3.1473994252304793,1.4960063868014088,1.8646815708832056,4.522599580761472,10.268732474201858
3.379166394229254,1.4628338225056365,2.2172725550267467,4.122825325307639,9.830708108956445
3.1461976424737155,1.9279240076144688,2.498665932233868,4.211193940739073,9.842585477239444
4.6336628259684405,1.3643476668427275,2.956648271729847,4.016860308266705,9.515892903504453
4.64820564265187,2.5015445229126194,2.7428939027678956,3.780865242160638,9.366001375650928
2.986484702503833,2.11286327357871,2.4184426492159385,3.362601318553379,9.493486625230053
3.7068418411681447,1.707032611791954,2.0436777135091173,3.039760107188382,9.647876664313346
3.845639677540555,1.826221386567747,1.8063949144339775,2.6716560436963013,9.432050293470601
5.325697109030855,1.7687265557442258,1.9475872638089013,3.006904438843433,9.154590065993307
4.943828088866722,2.4509228941146954,2.250175710748106,2.80279660696402,8.689285106624324
3.419245292518058,2.518510196195983,2.5261793061796745,3.1758049496879446,8.613203636745466
5.197926874719795,1.5296007584218694,2.406827033894362,2.9581425537214634,8.490543116676879
5.28451102074972,2.7733631090455666,2.621451095701076,2.6540196101089033,8.868140430215776
6.495127043050916,2.54193506014012,3.04833271556903,2.7652131797488035,8.611128042588566
6.178539228032063,3.299778279358917,3.496285957227152,2.799605394818316,8.505851551666026
5.874253814933541,2.9536817664039767,3.5417350300876205,3.0323599079034023,8.766249253194287
7.757179673494557,3.170509402533226,3.7741758581908114,3.2543311451444223,9.057852267696317
6.034990850911954,3.988231800389089,3.3137440788184316,2.8412155402835277,8.677128753983041
5.297116499386936,2.9429079392210977,3.775713450710099,3.2845837318907822,8.573364085815275
6.1653023944529295,2.560104553886131,3.6753550778564428,3.4811024635333556,8.858778113406611
7.187139610291566,2.864841155677,3.303387861790341,3.7381243660985386,8.700423582971364
8.390921550382377,3.518454620185029,3.1165048078731825,4.114190709458107,8.490544919622625
8.651226627981703,4.335777591289095,2.6943486228038864,4.597661285641718,8.751084830279597
8.48265555826523,4.482370880954482,3.0829669412571157,4.479335910478184,9.24658378584971
8.578288099355383,4.148481312177699,2.88517977478233,4.739571306212489,8.999534887587854
8.534008096263989,4.287669230975553,2.411692147927945,4.709204210780643,9.401814123157324
11.26035055337375,4.232747531583572,2.4281290600207486,5.046931556433495,9.491591376284271
12.012715287669874,5.520587317137334,2.4684340256818267,5.257320446877856,9.742770900326533
12.312325132522659,6.213915236185266,2.8394615648777153,5.077182000028121,9.387064366810437
12.954391794112647,6.151381929886441,2.697613111215177,4.877020469522973,9.210671953404093
12.79302717086038,6.693620144744223,2.2491499600154103,5.260395183090623,9.191069412667218
13.166019580402956,6.385877126312096,2.179134064176404,4.760873217739322,9.574409521808764
14.29051337949867,6.516822785328107,1.7149915867000614,4.849019043972855,9.586338862270507
13.880704136129049,7.299562506705856,2.139519109094434,4.38821286088246,9.312526407549239
12.202248188293828,6.837446820681903,2.174643566981934,4.871015182525628,9.240899775995974
10.784364176402905,6.095320666524016,2.1610503500076046,4.400455615204608,9.22209457648399
10.761743972522002,5.32714465832957,1.9926563269904198,4.3223173795379894,9.276212864507256
11.257196148663004,5.157219307208741,2.020893739938881,4.484874769900155,9.456211458894611
10.956005132177367,5.541427080056888,2.1569982235601524,4.661016989526491,9.296890759439872
10.798002369056928,5.570253831035071,2.4465016542168643,4.561730752065649,9.753509583654498
10.09458120497618,5.18235268335806,2.853622609250486,4.301472680547592,10.11947563612395
10.883091073772482,5.199649832298604,2.9708772998447985,4.392946486488945,10.517529716189497
10.234602125693652,5.288654673738775,3.2801066392249956,4.297447993997734,10.114173232769886
9.787151173520352,5.149401870161282,3.5222379673311597,4.420487113075602,10.476505663339648
10.453306555294128,5.1146487077449425,3.3192482676356097,4.019212617769444,10.042395928810548
11.475019454571253,5.189468988380635,3.052904898575484,4.4502304567471755,9.862346780985256
13.358622012961439,5.602994366113225,3.2349062739544383,4.296685636554536,9.423057919404952
13.080575983512135,6.778151222747596,3.1119794561122376,4.519236653908097,9.72416672565647
11.802194050658343,6.36700437097517,2.924283230695429,4.40307630506807,9.922966244713834
11.946108208897103,5.669477066814874,2.907250418380597,4.289390592308338,9.730521481290708
12.152497306718681,6.168445341535268,3.2218358745869944,4.415935890978514,9.468940787797763
10.692546153379306,6.090258643725386,2.933202572168069,4.780333030488265,9.416291463440494
10.700413385318658,5.316180212650517,3.0237103298397567,4.901047014525484,9.856266797635609
9.953677337872884,5.106460364690826,2.673073113950606,5.254844545391947,9.604634537424896
9.22643859376186,5.088384953663606,2.19452483767754,4.837652549119959,9.144108996744013
10.451861047726576,4.459843820249186,2.3942473627226057,4.641818324146079,9.48715152381295
11.311906242924408,5.469345593714209,2.4083532820257423,4.835925089611168,9.004541887228253
12.040590601702224,5.569370271167551,2.0883915687428427,5.2547351956522315,8.730056660241509
13.76076105413553,6.036592015990741,2.4405759736375368,5.360596959413561,8.898368249582
12.612904368870018,6.723478775029932,2.894080336581153,5.122019185455385,8.942632395112685
14.188392269601852,6.198215770912104,2.5648719842886862,5.46973543957843,9.358179627967052
13.106768206196971,6.919496974786591,2.3009733464849864,5.21665319949781,9.288595750959772
13.101656585707492,6.417718442434354,2.4440329381346757,5.537442284644749,9.413144823896545
13.103476909352135,6.597995622985772,2.924746086651358,5.353546050129424,9.88892128826536
13.875322491255018,6.442484379822388,3.315406213670606,5.207037700890469,9.632494351977744
14.213754306795176,7.18115550433719,3.4197082328906934,4.728704757404963,9.758161993064256
14.156460069849231,7.113744182384182,3.412265194239498,4.927917100885782,9.87415369531887
14.984293800320208,6.864198028575322,3.1241505405189285,4.586798660488591,9.562681608899574
16.013480889801425,7.583570590510196,3.019519628675158,4.183786674754866,9.070825185697316
15.229563459374598,7.789413054700399,2.576999511696866,4.107150891385658,8.917135839531003
16.79273650320813,7.397203128525093,2.328491612771681,4.232583334680952,9.067498874557332
18.898690343576835,8.491644648726773,1.8298865472815757,4.087069619157471,9.248780809000456
18.450993791633923,9.697583357041513,1.400584323651139,4.300187160921764,9.122302536392697
18.95056295740464,9.180457146171833,1.3605538393095733,4.716682035041673,9.176869379377624
18.69650758940474,9.404329593015413,1.8527630192137963,5.183760392819457,8.940255868555209
19.984026211966327,9.17425220477199,2.0283096631680513,4.7349773775069375,9.316663887475578
20.89864676606739,9.889014440221404,2.0297982933921555,5.073127695575467,9.78976643472381
19.807054607250898,10.477556489977433,1.6482743407314837,4.891727775273084,9.304586914439469
18.826550170608538,10.019929367505416,1.4925550792255322,4.630678095506268,8.942641244732567
18.3364237876284,9.36896254390921,1.7124625867260663,4.594092802216027,9.252875034102617
18.185746684199923,9.156837092649072,1.4052352806293573,4.622125168237384,9.474887339102759
18.067562721480435,9.17750931878407,1.282158937647245,5.026554381915994,9.225447035275288
18.802033299273045,8.869125034404044,1.3269355933514833,5.373432321468544,8.982551896604248
18.97398807629084,9.474696538455131,1.4826403621828144,5.5235102489585195,9.413426730569297
17.23284700387626,9.273664250672754,1.9343317828581803,5.069682876773528,9.6739418944453
17.390069438256525,8.776078734245738,1.6984557714448876,5.0300236785028325,9.791154439550086
16.657307852949785,8.65276576521373,1.6835943861267344,4.673928778437235,10.207823038678121
16.41977357357462,8.251553637349843,1.400320260563909,4.614292042788563,9.723153778985564
16.463883704864966,8.456263986393974,1.666234142641012,4.597934129899297,9.864624184209159
16.114880940778516,8.056187815452912,1.274224393535623,4.585704743188329,9.791341064263726
15.261639177513391,7.9703174036371,1.6344032243527051,4.234792417888446,10.266995158222068
14.750463180916507,7.831049410060135,1.3203343074586193,4.661635511065102,10.046081999943056
15.312427225310312,7.459938307160925,1.3470968154674328,4.739220403247453,10.10726424282945
15.457353524325375,7.449494336433069,0.9344881223730308,4.414453563343762,9.613805781021702
15.498673072158681,7.60250160474909,1.036716991202149,4.848638683125318,9.313004263283698
15.673307050829576,7.586343763254314,0.9292228331984478,4.90897374626583,9.79575030234363
14.965773479472444,7.946536973890446,0.9752743837669748,5.343162291154216,10.104653044849869
16.33416873124414,7.670995226050049,0.8428211915072601,5.06736615216023,10.179117084292347
17.583463188345767,8.123523996764085,1.1147793710171463,4.991066958464854,10.116966036470783
17.838998492104366,8.835589015160926,1.492077923207364,5.134809806588645,10.11691158043524
18.098346092905185,9.112714694027558,1.6887749300617747,5.361311686379949,10.546412885046033
18.464489501253347,9.173994174845646,1.2084204623749457,5.074978946881148,10.2314924841059
17.68975876934608,9.130416559391175,1.1461230962826265,4.741550250390386,10.294144945753468
18.534200340239302,9.05349369014518,1.4366946701644894,4.952296659036984,10.458996224390907
20.096430779639164,9.408575418795701,1.348671404401328,5.129915953583151,10.095742442059315
19.113638081062142,10.289731085588997,1.5856448779505552,5.421146412727398,9.956607725326052
19.836917255795395,9.589237900751973,1.90764990698435,5.672347609712386,10.134586459997774
18.85485033946271,9.796749778600141,1.452178010253685,5.559320549647606,10.556492730615506
18.440866167549416,9.322798018444836,1.4902708950275443,5.559213022064741,10.236328332404465
18.93156612003543,9.295612607974187,1.795455274292725,5.845617280387281,10.728796209599437
19.15797187200278,9.55386144508678,1.6084550066926973,5.462428713656442,11.080181913809273
19.023029019112762,9.367092788440893,1.245322535140187,5.48475969539604,10.594097367264395
18.400243147694862,9.677332240888168,1.6544860946107978,5.506125348470221,10.766566431631784
16.193207033908052,9.373615573711321,2.060593558706354,5.06525421481632,10.371960803156973
15.863684735116722,8.161866356431892,2.497551543214465,5.279869796624981,10.598382556422115
16.3313700388831,7.939484441548256,2.153039483290377,5.442072006621904,10.715990448107386
16.833931839181002,8.206833266502652,2.2089827134706983,5.892697712040344,10.81081954032986
15.538805695371488,8.383484042427373,2.5623816513743467,5.793636022490851,10.356607329980498
16.108252960328674,7.575140488129389,2.2465583013876866,5.451775477578796,10.266018979956963
16.05617249850735,7.944158612705552,2.601136161438137,5.829919133232199,10.073749691521757
16.72628621425376,7.975171512858529,2.6392744165856943,6.170107374582756,10.364525004664966
16.90980803062406,8.566839112572977,2.661811667162019,6.170628212840861,10.68450722111054
17.578551001869105,8.303630341608914,2.210303253619733,6.483243273888997,10.466361332943622
15.823294665883353,8.649041917864714,2.2869606519814196,6.775830398884527,9.969069904438257
14.133139225339047,7.947717878184731,1.8009136356206268,6.8525106057976775,9.812531024883304
13.673763209460718,7.091656999768095,1.6110771857587798,6.991556569707974,9.378149100319066
12.138012999076558,6.593395656495158,1.2281356162080748,6.76326453648352,9.575867390366591
11.702855922456338,6.147421726462841,0.8255521406286572,6.7464590973020995,9.643523866109412
10.5558220889611,5.669821411449599,0.45436272212911444,6.3982447204357715,9.293961636876352
8.046031942673213,5.295154837413914,0.49006696947256767,5.972949916037678,9.221122532072327
8.769270012684467,4.18470042827269,0.8158829960427214,5.476940817979504,8.813724627896834
8.311614263301397,4.632986786182898,0.679195294341219,5.056123152064589,8.55276653220634
7.850020307355481,3.9507575751113757,0.8004833932587436,5.045619549816772,8.481428023158182
8.176031169637707,3.795881075835846,0.7910723060446125,5.016190607807185,8.465436445387185
7.727202460753731,3.8797690517972656,1.1352622784398365,4.745998582085923,8.417944186375804
6.501170036207412,3.8109293764357473,1.3690536497290964,4.59094582388958,8.444652181100885
5.526938848786437,3.09624967407443,1.728409620550674,4.756870545279468,8.639479340123417
4.923780174944222,2.9072092647358048,1.2907408800317537,4.73991589918386,8.35900469346571
4.001472262677617,2.3139992170677206,1.2718636013398115,4.939052341152981,8.683395567796289
4.976270982164346,2.239977070757607,1.3435331863925786,4.747323136921717,8.331944283057675
4.5873376383196245,2.509114390364493,0.9675365901858557,4.734375279124072,8.00289772580068
2.9971004547041193,2.0950474444067604,0.7227631346908021,4.3627997090994235,8.189297403615669
2.907086287533597,1.4144048525377553,0.435339633790095,4.136097583808006,7.698845990725564
2.8586386981775203,1.4853906602868228,0.0469546321459946,4.029544931130084,7.716063892906837
3.1326889069804063,1.386640983633381,-0.4146788478571559,4.128382949547088,7.831004850809097
3.6316241497356607,1.7815918899284224,-0.03482110404730099,4.608363360391833,8.026425292023053
5.167067494662626,1.7306062227423618,-0.313473531693095,4.932397867666104,7.528802467585077
5.474720768205314,2.7733987987270194,-0.21045538385125662,4.877584911433778,7.366826199413448
6.705422024632835,2.8596599756767853,0.11846786688951294,4.596104579926721,7.011470351962077
4.551569505288981,3.2503058225496617,0.43230727453316664,4.144623164287175,7.118914904595716
5.715929686999287,2.2769205688054113,0.2292468722979386,4.120062376032035,7.038274009612541
5.560216227993167,2.92283120082597,0.4742912014343803,4.362672093687112,6.89158086594387
5.947160685209528,2.66959944479032,0.9484729254892685,3.9829496001757327,7.3056249243509965
6.195454985083295,2.88449487703265,0.6192063176922051,3.9485254786332176,7.228062649920448
9.534870638170128,3.0344022412465255,0.69481545456863,3.853259578986124,7.113043250913686
9.145213551776978,4.694398219770222,0.8330506992418352,4.097520593367336,7.475146011495554
9.50488149581717,4.561755343430765,1.0677394982777857,3.8343871159252405,7.52781632358115
10.537628645617625,4.915639525818359,0.8153885059952279,3.6090613992803524,7.548380845237734
9.97155545112745,5.0554330588514595,0.5882702968720976,3.6457988341268117,7.867297701946382
10.700223932534861,5.024385034773937,0.21757598660528155,4.056526595187418,7.441261580276901
9.742073845478478,5.487596848669396,0.6083776031297852,3.7184030907939145,7.62600098349304
9.856524397859097,4.788486345814081,0.19048503706106024,3.646728146843777,7.840708887404329
10.448010503443104,4.915741932613381,0.2976658100441214,3.6285727477464857,7.515283019634282
10.713281388843882,5.443671339379421,-0.12252310273780997,4.120657669051951,7.988277704045082
10.599127103838152,5.126537444378525,0.021517179259827213,4.463461476207062,8.042591715442171
9.55170928752645,5.371358278718717,-0.18777483814747864,4.919606703942482,8.432520529762991
10.327973421974072,4.767403100679328,-0.36419957522847834,4.503501963694478,8.43664173889043
10.788586186078192,5.1591568129593215,-0.05405390615007599,4.935318253936292,8.368829576570082
9.39889407122738,5.385753359202316,0.4425103840113418,5.431677278408889,8.53757327711373
9.197831818639878,4.878106904495933,0.5771642512228539,5.803653041010513,8.300226425395437
7.999148538978683,4.368286775207599,0.7008746205591159,5.508034716293164,8.177969332101354
8.603150849369484,4.223238728428634,0.8647382806392581,5.187378746971399,8.531028123182276
8.510530001557052,4.293347292299361,0.816344656896534,4.826832265419283,8.852280997079145
8.856154029324076,9.978878639406929,0.9286667449504438,3.651207684426578,9.087305091858656
12.07250433992219,11.08171534404078,0.42157143455578616,5.508277769278207,8.964357547483942
12.81542935178092,11.707090266931875,0.3250009580840354,5.857401890491772,9.074110756682387
11.718437407774399,12.151061407159641,0.08003960211904548,6.72526887275794,9.42931970422386
12.549272723005258,11.50396910059873,-0.3555511114001213,6.623954913795286,9.325734909697344
12.991278748402824,12.071435494530206,-1.1555942202998697,7.052488411689079,9.3973614258578
12.576537268688792,12.194834997688773,-1.934828884450564,3.886801208724717,9.359461316147158
10.196400515762534,6.435953238491606,-1.5230037889081922,5.442800503881265,9.527317165833875
13.00831494880177,6.311138672613622,-1.0351073389963599,5.096729897017839,10.011549508171887
13.929501907706968,6.6082834908821155,-0.6315089734433714,4.610233398987729,10.30250906919559
14.450218379155658,7.012833016832648,-0.3198141515202746,5.088217943383468,10.59939446900285
15.143179781061672,7.271579916752294,-0.1696136047715493,5.516264740636711,10.573964273613166
14.873047185046289,7.4378578731415175,0.05262649254387686,5.558121008781246,10.782409576450462
15.29922906522142,7.302703600147671,-0.13837301333101415,5.800305333351014,10.950344194394312
16.78429954249551,7.783652924877292,-0.2600033040180314,5.765299253848156,10.756126478609506
13.936729052227097,8.253101876316418,-0.31254495559936046,5.914724860817161,10.593492457912062
